tag,Vrai Nom,Adresse,Arrondissement,Téléphone,Site web,Lien Google,Lien Menu,Horaires,Lien de réservation,Lien de votre compte instagram,Station(s) de métro à proximité,types,petit_dejeuner,brunch_general,brunch_samedi,brunch_dimanche,brunch_toute_la_semaine,dejeuner,gouter,drinks,diner,apero,dans_la_rue,dans_une_galerie,dans_un_musee,dans_un_monument,hotel_name,dans_un_hotel,other_lieu,ambiance_classique,ambiance_intimiste,ambiance_festif,ambiance_date,price_range,cuisines,restrictions,has_terrace,terrace_locs,more_info
str,19 Saint Roch,"19 Rue Saint-Roch, 75001 Paris, France",75001,01 40 15 00 89,https://www.19saint-roch.com/,https://maps.google.com/?cid=16173253362262415735,Canva,"Monday: Closed
Tuesday: 12:15 – 2:00 PM, 7:00 – 11:00 PM
Wednesday: 12:15 – 2:00 PM, 7:00 – 11:00 PM
Thursday: 12:15 – 2:00 PM, 7:00 – 11:00 PM
Friday: 12:15 – 2:00 PM, 7:00 – 11:00 PM
Saturday: Closed
Sunday: Closed",https://bookings.zenchef.com/results?rid=362907&pid=1001,https://www.instagram.com/19saintroch/,non_renseigné,Restaurant haut de gamme,False,False,False,False,False,True,False,False,True,False,True,False,False,False,,False,False,True,False,False,False,€€€,Français,,False,,
dump,21G Dumpling,"167 Rue du Faubourg Saint-Antoine, 75011 Paris, France",75011,01 40 21 89 93,https://21g-dumpling.com/,https://maps.google.com/?cid=16869031632586235785,https://21g-dumpling.com/menu,"Monday: 12:00 – 2:30 PM, 7:00 – 10:30 PM
Tuesday: 12:00 – 2:30 PM, 7:00 – 10:30 PM
Wednesday: 12:00 – 2:30 PM, 7:00 – 10:30 PM
Thursday: 12:00 – 2:30 PM, 7:00 – 10:30 PM
Friday: 12:00 – 2:30 PM, 7:00 – 11:00 PM
Saturday: 12:00 – 3:00 PM, 7:00 – 11:00 PM
Sunday: 12:00 – 3:00 PM, 7:00 – 10:30 PM",Sans réservation,https://www.instagram.com/21gdumpling/?hl=fr,non_renseigné,Restaurant,False,False,False,False,False,True,False,False,True,False,True,False,False,False,,False,False,True,False,False,False,,Chinois,,False,,
fsnt,46 & 3rd,"46 Rue de Turbigo, 75003 Paris, France",75003,07 71 35 28 77,https://www.fortysixandthird.com,https://g.co/kgs/jdWXHpx,https://userdocs.zenchef.com/352258/mJmKfzE9glzC0btMpd5X3bC84aMEr7MHKx5zljak.pdf,"Monday: 9:00 AM – 3:00 PM
Tuesday: 9:00 AM – 3:00 PM
Wednesday: 9:00 AM – 3:00 PM
Thursday: 9:00 AM – 3:00 PM
Friday: 9:00 AM – 3:00 PM
Saturday: 10:00 AM – 4:00 PM
Sunday: 10:00 AM – 4:00 PM",Sans réservation,https://www.instagram.com/46and3rd/,non_renseigné,Concept brunch,True,True,False,False,True,False,False,False,False,False,True,False,False,False,,False,False,True,False,False,False,,Américain,,True,terrasse_classique,
cpai,5 Pailles,"79 Rue du Faubourg Saint-Denis, 75010 Paris, France",75010,07 68 72 65 52,http://www.5pailles.com/,https://maps.google.com/?cid=13543435532530127920,https://www.5pailles.com,"Monday: 9:00 AM – 4:00 PM
Tuesday: 9:00 AM – 4:00 PM
Wednesday: 9:00 AM – 4:00 PM
Thursday: 9:00 AM – 4:00 PM
Friday: 9:00 AM – 4:00 PM
Saturday: 10:00 AM – 4:30 PM
Sunday: 10:00 AM – 4:30 PM",Sans réservation,https://www.instagram.com/5pailles/?hl=en,non_renseigné,Concept brunch,True,True,False,False,True,False,False,False,False,False,True,False,False,False,,False,False,True,False,False,False,,Américain,,True,terrasse_classique,
abr,A Braccetto,"19 Rue Soufflot, 75005 Paris, France",75005,01 42 01 01 07,https://abraccettoparis.com/,https://maps.google.com/?cid=723808614606353193,https://abraccettoparis.com/menu.html,"Monday: 8:00 AM – 2:00 AM
Tuesday: 8:00 AM – 2:00 AM
Wednesday: 8:00 AM – 2:00 AM
Thursday: 8:00 AM – 2:00 AM
Friday: 8:00 AM – 2:00 AM
Saturday: 8:00 AM – 2:00 AM
Sunday: 8:00 AM – 2:00 AM",https://widget.thefork.com/fr/cfb21d23-5948-4ac5-9af7-c637dc6e598e?utm_source=abraccettoparis.com,https://www.instagram.com/abraccettoparis,non_renseigné,Restaurant,False,True,False,False,True,True,False,False,True,False,True,False,False,False,,False,False,True,False,False,False,€€,Italien,,True,terrasse_classique,
Abs,Abstinence,"47 Av. de la Motte-Picquet, 75015 Paris, France",75015,01 83 64 82 92,https://www.fitz-group.fr/abstinence-paris,https://maps.google.com/?cid=13363248805029616047,https://www.fitz-group.fr/abstinence-paris#cartes,"Monday: 11:30 AM – 2:30 PM, 6:30 PM – 2:00 AM
Tuesday: 11:30 AM – 2:30 PM, 6:30 PM – 2:00 AM
Wednesday: 11:30 AM – 2:30 PM, 6:30 PM – 2:00 AM
Thursday: 11:30 AM – 2:30 PM, 6:30 PM – 2:00 AM
Friday: 11:30 AM – 2:30 PM, 6:30 PM – 2:00 AM
Saturday: 5:00 PM – 2:00 AM
Sunday: Closed",https://www.sevenrooms.com/explore/abstinence/reservations/create/search?venues=abstinence%2Cfitzgerald%2Crestaurantvesper%2Chollywoodsavoy%2Clafontainegaillon,https://www.instagram.com/abstinence.paris/,non_renseigné,Brasserie,False,False,False,False,False,True,False,False,True,False,True,False,False,False,,False,False,True,False,False,False,€€,Français,,True,terrasse_classique,Bar à vinyles vendredis et samedis soir. Bar à vins aussi. Verrière et terrasse.
Abu,Abuela,"10 Bd de Clichy, 75018 Paris, France",75018,09 55 93 48 61,https://www.abuela-paris.fr/,https://maps.google.com/?cid=13738397361545740423,Canva,"Monday: 11:00 AM – 2:00 AM
Tuesday: 11:00 AM – 2:00 AM
Wednesday: 11:00 AM – 2:00 AM
Thursday: 11:00 AM – 2:00 AM
Friday: 11:00 AM – 2:00 AM
Saturday: 11:00 AM – 2:00 AM
Sunday: 11:00 AM – 2:00 AM",https://bookings.zenchef.com/results?rid=365449&pid=google,https://www.instagram.com/abuelaparis/,non_renseigné,Restaurant,False,False,False,False,False,True,False,False,True,False,True,False,False,False,,False,False,True,False,False,False,€€,,,False,,Bar à tapas espagnol. Cocktails/vin/flamenco
Act,Au Top,"93 Rue Vieille du Temple, 75003 Paris, France",75003,01 43 56 50 50,https://www.au-top.paris,https://maps.google.com/?cid=11762086836213274777,https://userdocs.zenchef.com/352049/omxqaB53420Z8AyoTd3hRCsMNwwn9pGlG006i4fo.pdf,"Monday: 6:00 PM – 2:00 AM
Tuesday: 6:00 PM – 2:00 AM
Wednesday: 6:00 PM – 2:00 AM
Thursday: 6:00 PM – 2:00 AM
Friday: 6:00 PM – 2:00 AM
Saturday: 12:00 PM – 2:00 AM
Sunday: 12:00 PM – 2:00 AM",https://www.au-top.paris,https://www.instagram.com/autop_paris/,non_renseigné,Restaurant haut de gamme,False,False,False,False,False,True,False,False,True,False,True,False,False,False,,False,False,True,False,False,False,€€€,Français,,True,rooftop,Rooftop avec vue sur les toits de Paris
Ada,Adami,"19bis Rue Pierre Fontaine, 75009 Paris, France",75009,07 60 87 02 64,https://adamiparis.com/,https://maps.google.com/?cid=11512921102411330619,https://adamiparis.com/index.php/echantillon-de-notre-carte/,"Monday: Closed
Tuesday: 12:00 – 2:30 PM, 7:00 – 11:00 PM
Wednesday: 12:00 – 2:30 PM, 7:00 – 11:00 PM
Thursday: 12:00 – 2:30 PM, 7:00 – 11:00 PM
Friday: 12:00 – 2:30 PM, 7:00 – 11:00 PM
Saturday: 12:00 – 2:30 PM, 7:00 – 11:00 PM
Sunday: Closed",https://adamiparis.com/index.php/reservation/,https://www.instagram.com/adamiparis/,non_renseigné,Restaurant,False,False,False,False,False,True,False,False,True,False,True,False,False,False,,False,False,True,True,False,False,€€,Italien,,False,,Pâtes fraîches et décor mignon. A la sugo un peu.
Ade,Adela,"20 Rue du Faubourg Poissonnière, 75010 Paris, France",75010,non_renseigné,https://adela-pasta.com/,https://maps.google.com/?cid=18423495348245101941,https://adela-pasta.com/menus,"Monday: 12:00 – 2:30 PM, 7:00 – 11:30 PM
Tuesday: 12:00 – 2:30 PM, 7:00 – 11:30 PM
Wednesday: 12:00 – 2:30 PM, 7:00 – 11:30 PM
Thursday: 12:00 – 2:30 PM, 7:00 – 11:30 PM
Friday: 12:00 – 2:30 PM, 7:00 – 11:30 PM
Saturday: 12:00 – 2:30 PM, 7:00 – 11:30 PM
Sunday: 12:00 – 2:30 PM, 7:00 – 11:30 PM",https://bookings.zenchef.com/results?rid=367083&pid=1001,https://www.instagram.com/adela.pasta/,non_renseigné,Restaurant,False,False,False,False,False,True,False,False,True,False,True,False,False,False,,False,False,True,False,False,False,€€,Italien,,False,,Pâtes fraîches et très beau resto
adr,Adraba,"40 Rue Véron, 75018 Paris, France",75018,07 83 57 38 99,https://www.adraba-paris.com,https://maps.google.com/?cid=6797023047303556089,https://www.adraba-paris.com/_files/ugd/bc6dd3_3a7e77a3073948b89401ba00772bfd7e.pdf,"Monday: Closed
Tuesday: 7:00 PM – 2:00 AM
Wednesday: 7:00 PM – 2:00 AM
Thursday: 7:00 PM – 2:00 AM
Friday: 7:00 PM – 2:00 AM
Saturday: 7:00 PM – 2:00 AM
Sunday: 7:00 PM – 12:00 AM",https://www.adraba-paris.com/zenchef,https://www.instagram.com/adraba.paris?igshid=NTc4MTIwNjQ2YQ%3D%3D,non_renseigné,Restaurant,False,False,False,False,False,True,False,False,True,False,True,False,False,False,,False,False,False,True,False,False,€€,Israélien;Libanais,,False,,"Cuisine excellente, assiettes à partager, tout est parfaitement exécuté. Éclairé à la bougie, personnel aux petits soins."
Agl,Aglio e Olio,"5 Rue Guillaume Bertrand, 75011 Paris, France",75011,01 47 00 70 95,https://www.aglioeolio.fr/,https://maps.google.com/?cid=10336511441483595968,https://www.aglioeolio.fr/menus-carte/,"Monday: 12:00 – 2:00 PM, 7:00 PM – 12:00 AM
Tuesday: 7:00 PM – 12:00 AM
Wednesday: 7:00 PM – 12:00 AM
Thursday: 7:00 PM – 12:00 AM
Friday: 12:00 – 2:00 PM, 7:00 PM – 12:00 AM
Saturday: 12:00 – 2:00 PM, 7:00 PM – 12:00 AM
Sunday: 12:00 – 2:30 PM, 7:00 – 11:00 PM",https://www.aglioeolio.fr,https://www.instagram.com/aglioeolioparis/,non_renseigné,Restaurant,False,False,False,False,False,True,False,False,True,False,True,False,False,False,,False,False,True,False,False,False,€€,Italien,,True,terrasse_classique,Paye pas vraiment de mine mais excellente cuisine.
Aik,Aïko,"14Bis Rue Torricelli, 75017 Paris, France",75017,07 63 30 26 26,http://www.aiko-restaurant.com/,https://maps.google.com/?cid=9415966380469816123,https://www.aiko-restaurant.com/menus,"Monday: 12:00 – 3:00 PM, 7:00 – 11:00 PM
Tuesday: 12:00 – 3:00 PM, 7:00 – 11:00 PM
Wednesday: 12:00 – 3:00 PM, 7:00 – 11:00 PM
Thursday: 12:00 – 3:00 PM, 7:00 – 11:00 PM
Friday: 12:00 – 3:00 PM
Saturday: Closed
Sunday: 7:00 – 11:00 PM",Réservation par téléphone,https://www.instagram.com/aiko_restaurant/,non_renseigné,Restaurant,False,False,False,False,False,True,False,False,True,False,True,False,False,False,,False,False,True,False,False,False,€€€,Chinois;Japonais,Casher (certifié),False,,Beau décor et lumière tamisée mais casher
Ake,Åke,"8 Rue Marie et Louise, 75010 Paris, France",75010,09 75 41 07 65,https://www.akeparis.fr/,https://maps.google.com/?cid=4885512040563069314,Canva,"Monday: 6:30 PM – 12:00 AM
Tuesday: 6:30 PM – 12:00 AM
Wednesday: 6:30 PM – 12:00 AM
Thursday: 6:30 PM – 12:00 AM
Friday: 6:30 PM – 12:00 AM
Saturday: 6:30 PM – 12:00 AM
Sunday: 6:30 PM – 12:00 AM",https://bookings.zenchef.com/results?pid=1001&rid=360270,https://www.instagram.com/akeparis.fr/,non_renseigné,Cave à manger,False,False,False,False,False,False,False,False,True,False,True,False,False,False,,False,False,True,True,False,False,€€,,,True,terrasse_classique,"Partage de petites assiettes dans une ambiance conviviale et tamisée, accompagné d'un (ou plusieurs) bons verres de vin."
Aki,Aki,"11bis Rue Sainte-Anne, 75001 Paris, France",75001,01 42 97 54 27,https://akiparis.fr/pages/aki-restaurant,https://maps.google.com/?cid=9100036997712249816,Canva,"Monday: 11:30 AM – 10:45 PM
Tuesday: 11:30 AM – 10:45 PM
Wednesday: 11:30 AM – 10:45 PM
Thursday: 11:30 AM – 10:45 PM
Friday: 11:30 AM – 11:00 PM
Saturday: 11:30 AM – 11:00 PM
Sunday: Closed",Pas de réservation,Pas de compte instagram,non_renseigné,Restaurant,False,False,False,False,False,True,False,False,True,False,True,False,False,False,,False,False,True,False,False,False,€,Japonais,,False,,"Endroit ouvert en continu toute la journée sauf le dimanche. Peut y avoir de l'attente mais qui vaut le coup : plats régressifs et réconfortants, typiquement japonais (pas de sushis ici)."
Akir,Akira Back,"33 Av. George V, 75008 Paris, France",75008,01 53 23 78 50,https://www.akirabackparis.com/fr/,https://maps.google.com/?cid=4879054141193756220,https://www.akirabackparis.com/resourcefiles/pdf/carte-ab-fr.pdf,"Monday: 7:00 PM – 12:00 AM
Tuesday: 7:00 PM – 12:00 AM
Wednesday: 7:00 PM – 12:00 AM
Thursday: 7:00 PM – 12:00 AM
Friday: 7:00 PM – 12:00 AM
Saturday: 7:00 PM – 12:00 AM
Sunday: 7:00 PM – 12:00 AM",https://www.sevenrooms.com/reservations/akirabackparis,https://www.instagram.com/akirabackparis/,non_renseigné,Restaurant gastronomique,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Prince de Galles,True,False,False,True,False,False,€€€€,Japonais,,False,,"Situé dans l'hôtel Prince de Galles, le restaurant offre une expérience unique dans une ambiance tamisée avec une carte parfaitement exécutée. Présence d'un DJ qui met de l'ambiance mais laisse les gens discuter. (on n'y danse pas)"
Alaj,Al Ajami,"58 Rue François 1er, 75008 Paris, France",75008,01 42 25 38 44,https://ajami.fr/,https://maps.google.com/?cid=13649698666813536042,https://ajami.fr/la-carte-2/,"Monday: 12:00 – 11:00 PM
Tuesday: 12:00 – 11:00 PM
Wednesday: 12:00 – 11:00 PM
Thursday: 12:00 – 11:00 PM
Friday: 12:00 – 11:00 PM
Saturday: 12:00 – 11:00 PM
Sunday: 12:00 – 11:00 PM",https://www.google.com/maps/reserve/v/dine/c/Jg1FlYv9veA?source=pa&opi=79508299&hl=fr-FR&gei=sNt6Z6TtIY2ckdUPgP3-qAE&sourceurl=http%3A%2F%2Fwww.google.com%2Fservice%2FMapsPlaceService%2FGetPlace%3Fauthuser%3D0%26gl%3Dfr%26hl%3Dfr&ihs=2,https://www.instagram.com/al_ajami_restaurant,non_renseigné,Restaurant,False,False,False,False,False,True,False,False,True,False,True,False,False,False,,False,False,True,False,False,False,€€,Libanais,,True,terrasse_classique,Restaurant typique libanais
Duc,Restaurant le Meurice,"228 Rue de Rivoli, 75001 Paris, France",75001,01 44 58 10 55,https://www.dorchestercollection.com/paris/le-meurice/dining/restaurant-le-meurice-alain-ducasse,https://maps.google.com/?cid=13224050389388022022,https://www.dorchestercollection.com/media/dxsfghiu/le-meurice-restaurant-le-meurice-alain-ducasse-menu-eng-0503.pdf,"Monday: 7:00 – 9:30 PM
Tuesday: 7:00 – 9:30 PM
Wednesday: 7:00 – 9:30 PM
Thursday: 7:00 – 9:30 PM
Friday: 7:00 – 9:30 PM
Saturday: Closed
Sunday: Closed",https://www.sevenrooms.com/reservations/restaurantlemeuricealainducasse,https://www.instagram.com/lemeuriceparis,non_renseigné,Restaurant étoilé,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Le Meurice,True,False,False,True,False,False,€€€€,Français,,False,,
Mia,Alain miam miam,"26 Rue Charlot, 75003 Paris, France",75003,09 86 17 28 00,Pas de site web ,https://maps.google.com/?cid=6353032480867251527,Canva,"Monday: Closed
Tuesday: Closed
Wednesday: 9:00 AM – 5:00 PM
Thursday: 9:00 AM – 5:00 PM
Friday: 9:00 AM – 5:00 PM
Saturday: 9:00 AM – 5:00 PM
Sunday: 9:00 AM – 5:00 PM",Sans réservation,https://www.facebook.com/ChezAlainMiamMiam,non_renseigné,"""Fast"" (à emporter, sandwicherie...)",False,False,False,False,False,True,False,False,False,False,False,False,False,False,,False,True,True,False,False,False,€,Français;Other,,False,,"Sandwich décadents, accueil chalereux. Lieu devenu touristique donc s'attendre à de l'attente, mais ça vaut le coup."
Ala,Alan Geaam,"19 Rue Lauriston, 75016 Paris, France",75016,01 45 01 72 97,http://restaurant.alangeaam.fr/,https://maps.google.com/?cid=13333900603047881157,http://restaurant.alangeaam.fr/#menuAnchor,"Monday: 12:00 – 2:00 PM, 7:30 – 9:30 PM
Tuesday: 12:00 – 2:00 PM, 7:30 – 9:30 PM
Wednesday: 12:00 – 2:00 PM, 7:30 – 9:30 PM
Thursday: 12:00 – 2:00 PM, 7:30 – 9:30 PM
Friday: 12:00 – 2:00 PM, 7:30 – 9:30 PM
Saturday: Closed
Sunday: Closed",https://widget.thefork.com/fr/e59e9acc-d9bb-4c96-b7c1-57de1a52210a?utm_source=restaurant.alangeaam.fr,https://www.instagram.com/alangeaam.restaurant/,non_renseigné,Restaurant étoilé,False,False,False,False,False,True,False,False,True,False,True,False,False,False,,False,False,False,True,False,False,€€€€,Français;Libanais,,False,,Restaurant étoilé français aux inspirations libanaises.
Alc,Alcazar,"62 Rue Mazarine, 75006 Paris, France",75006,01 53 10 19 99,http://www.alcazar.fr/,https://maps.google.com/?cid=7685955563619537485,https://alcazar.fr/menu/,"Monday: Closed
Tuesday: 12:00 – 3:00 PM, 7:00 PM – 12:00 AM
Wednesday: 12:00 – 3:00 PM, 7:00 PM – 12:00 AM
Thursday: 12:00 – 3:00 PM, 7:00 PM – 12:00 AM
Friday: 12:00 – 3:00 PM, 7:00 PM – 12:00 AM
Saturday: 12:00 – 3:00 PM, 7:00 PM – 12:00 AM
Sunday: Closed",https://widget.thefork.com/fr/70eb1178-b218-47b6-94f2-2573e48464b8?utm_source=manager.thefork.com,https://www.instagram.com/alcazar_paris/,non_renseigné,Restaurant haut de gamme,False,False,False,False,False,True,False,True,True,False,True,False,False,False,,False,False,False,True,True,True,€€€,Français,,False,,Terrasse intérieure. Bar à cocktails à l'étage avec DJ de 21h à 2h les jeudi et vendredis - devient dansant. Salon privé à l'étage privatisable pour anniversaire ou autre - env 20/30 personnes assises je pense. Ancien cabaret des années 60. Le restaurant est festif du jeudi au samedi.
Ale,Alea,"39 Rue Lamarck, 75018 Paris, France",75018,01 81 69 96 93,http://www.alearestaurant.com/,https://maps.google.com/?cid=6898170344631957053,https://www.alearestaurant.com/menu,"Monday: Closed
Tuesday: Closed
Wednesday: 12:00 – 1:30 PM, 7:30 – 9:30 PM
Thursday: 12:00 – 1:30 PM, 7:30 – 9:30 PM
Friday: 12:00 – 1:30 PM, 7:30 – 10:00 PM
Saturday: 12:00 – 2:00 PM, 7:30 – 10:00 PM
Sunday: 12:30 – 2:00 PM",https://www.alearestaurant.com,https://www.instagram.com/alea_restaurant/,non_renseigné,Restaurant,False,False,False,False,False,True,False,False,True,False,True,False,False,False,,False,False,True,False,False,False,€€,Français,,False,,
Alfi,Alfi,"30 Rue du Roi de Sicile, 75004 Paris, France",75004,01 40 09 86 58,https://www.alfitradition.fr/,https://maps.google.com/?cid=1883910529621048127,Canva,"Monday: 11:30 AM – 11:00 PM
Tuesday: 11:30 AM – 11:00 PM
Wednesday: 11:30 AM – 11:00 PM
Thursday: 11:30 AM – 11:00 PM
Friday: 11:30 AM – 2:00 PM
Saturday: 7:00 PM – 1:00 AM
Sunday: 11:30 AM – 11:00 PM",Sans réservation,https://www.instagram.com/alfi.tradition/,non_renseigné,"""Fast"" (à emporter, sandwicherie...)",False,False,False,False,False,True,False,False,True,False,True,False,False,False,,False,False,True,False,False,False,€,Américain,Casher (certifié),False,,"Composer d'excellents sandwich sur-mesure et les manger à emporter ou sur place, dans une ambiance conviviale, comme à la maison."
Alf,Alfi's,"26 Rue du Mont Thabor, 75001 Paris, France",75001,01 42 92 01 41,https://www.alfis-paris.com/,https://maps.google.com/?cid=13747656548835070628,https://www.alfis-paris.com/_files/ugd/221c77_9b68e4c6eb4e4ee7b533751e85093e1a.pdf,"Monday: Closed
Tuesday: 12:00 – 2:30 PM, 7:30 – 10:30 PM
Wednesday: 12:00 – 2:30 PM, 7:30 – 10:30 PM
Thursday: 12:00 – 2:30 PM, 7:30 – 10:30 PM
Friday: 12:00 – 2:30 PM, 7:30 – 10:30 PM
Saturday: 12:00 – 2:30 PM, 7:30 – 10:30 PM
Sunday: Closed",https://widget.thefork.com/fr/a2af1de2-1b07-4201-bacf-99480d4d9844?utm_source=alfis-paris.com,https://www.instagram.com/alfis.paris/,non_renseigné,Restaurant,False,False,False,False,False,True,False,False,True,True,True,False,False,False,,False,False,True,False,False,True,€€,Italien,,True,terrasse_classique,"Restarant retro mais moderne, où manger d'excellentes pâtes fraîches accompagnées d'un excellent cocktail, choisi dans leur carte complète et variée. Terrasse sur le trottoir pour les beaux jours. Très sympa pour prendre un apéro pré-dîner quand il fait beau."
alfr,Alfred,"8 Rue du Mont Thabor, 75001 Paris, France",75001,01 40 26 46 27,http://alfred-paris.com/,https://maps.google.com/?cid=11390266288122845036,https://www.alfred-paris.com/_files/ugd/221c77_180f8e5cf6034bdbbc852352c30f58fc.pdf,"Monday: Closed
Tuesday: 12:00 – 3:00 PM, 7:30 – 11:00 PM
Wednesday: 12:00 – 3:00 PM, 7:30 – 11:00 PM
Thursday: 12:00 – 3:00 PM, 7:30 – 11:00 PM
Friday: 12:00 – 3:00 PM, 7:30 – 11:00 PM
Saturday: 12:00 – 3:00 PM, 7:30 – 11:00 PM
Sunday: Closed",https://widget.thefork.com/fr/45c9b896-6482-4500-9aab-9fdd172f80f6?utm_source=alfred-paris.com,https://www.instagram.com/alfred.paris/,non_renseigné,Restaurant,False,False,False,False,False,True,False,False,True,False,True,False,False,False,,False,False,False,True,False,True,€€€,Français,,False,,"DES GRANDS CLASSIQUES DE LA CUISINE FRANÇAISE PROPOSES PAR LE CHEF JONATHAN MORALES, À DEGUSTER DANS UN DÉCOR ART DECO FEUTRÉ"
Alfs,Les Caryatides,"20 Rue de l'Arcade, 75008 Paris, France",75008,01 88 22 10 00,https://www.alfredsommier.com/fr/restaurant-les-caryatides.html,https://maps.google.com/?cid=14917027137026743774,https://www.alfredsommier.com/download/menudhiver.pdf,"Monday: Closed
Tuesday: 12:00 – 2:30 PM, 7:30 – 9:30 PM
Wednesday: 12:00 – 2:30 PM, 7:30 – 9:30 PM
Thursday: 12:00 – 2:30 PM, 7:30 – 9:30 PM
Friday: 12:00 – 2:30 PM, 7:30 – 9:30 PM
Saturday: 12:00 – 2:30 PM, 7:30 – 9:30 PM
Sunday: Closed",https://widget.thefork.com/fr/9ff5bd59-b5fd-410b-93b6-766806744826?utm_source=alfredsommier.com,https://www.instagram.com/les_caryatides/,non_renseigné,Restaurant haut de gamme,False,False,False,False,False,True,False,True,True,False,False,False,False,False,Alfred Sommier,True,False,False,True,False,True,€€€,Français,,True,cour,Magnifique restaurant qui respecte les codes de la noblesse parisienne. Grande terrasse extérieure pour les beaux jours. Repas servi sous une verrière.
Ali,Alimento,"9 Rue de Pontoise, 75005 Paris, France",75005,01 43 25 89 41,http://www.alimento.fr/,https://maps.google.com/?cid=13338651729663111653,http://alimento.fr/menu/,"Monday: 12:00 – 2:30 PM, 7:00 – 10:30 PM
Tuesday: 12:00 – 2:30 PM, 7:00 – 10:30 PM
Wednesday: 12:00 – 2:30 PM, 7:00 – 10:30 PM
Thursday: 12:00 – 2:30 PM, 7:00 – 10:30 PM
Friday: 12:00 – 2:30 PM, 7:00 – 10:30 PM
Saturday: 12:00 – 10:30 PM
Sunday: 12:00 – 10:30 PM",http://alimento.fr/reservation/,https://www.instagram.com/alimentoparis/,non_renseigné,Restaurant,False,True,False,False,True,True,False,False,True,False,True,False,False,False,,False,False,True,False,False,False,€€,Italien,,True,terrasse_classique,
Alm,Alma,"10 Rue Mandar, 75002 Paris, France",75002,01 40 28 02 48,http://www.restaurant-alma.fr/,https://maps.google.com/?cid=2799934260740544592,https://userdocs.zenchef.com/354151/efVGHZPUbCaEzZEgywjjNp12MNKHpYMTgc1UsfX7.pdf,"Monday: 7:00 PM – 1:30 AM
Tuesday: 7:00 PM – 1:30 AM
Wednesday: 7:00 PM – 1:30 AM
Thursday: 7:00 PM – 2:00 AM
Friday: 7:00 PM – 2:00 AM
Saturday: 12:00 PM – 2:00 AM
Sunday: 12:00 PM – 12:30 AM",https://www.restaurant-alma.fr,https://www.instagram.com/almarestaurant_/?hl=fr,non_renseigné,Restaurant;Cave à manger,False,False,False,False,False,True,False,False,True,False,True,False,False,False,,False,False,True,False,False,False,€€,,,True,terrasse_classique,"Lieu vivant où partager des tapas corses accompagnées de verres de vin, dans une ambiance chaleureuse."
Alt,Altro Frenchie,"9 Rue du Nil, 75002 Paris, France",75002,01 42 21 96 92,http://www.altro-frenchie.com/,https://maps.google.com/?cid=5520650124128707981,http://www.altro-frenchie.com/,"Monday: 12:00 – 2:30 PM, 7:00 – 10:30 PM
Tuesday: 12:00 – 2:30 PM, 7:00 – 10:30 PM
Wednesday: 12:00 – 2:30 PM, 7:00 – 10:30 PM
Thursday: 12:00 – 2:30 PM, 7:00 – 10:30 PM
Friday: 12:00 – 2:30 PM, 7:00 – 10:30 PM
Saturday: 12:30 – 3:00 PM, 7:00 – 10:30 PM
Sunday: 12:30 – 3:00 PM, 7:00 – 10:30 PM",https://bookings.zenchef.com/results?rid=361847,https://www.instagram.com/altro_frenchie/,non_renseigné,Restaurant,False,False,False,False,False,True,False,False,True,False,True,False,False,False,,False,False,True,False,False,True,€€€,Italien,,False,,"Une cantine en mieux, où passer chercher un repas sain le midi ou le manger sur place dans un cadre trop mignon."
ama,Ama,"2 rue Bichat, 75010 Paris, France",75010,06 74 27 61 00,http://ama-paris.fr/,https://g.co/kgs/XLxRq3y,http://ama-paris.fr/menus-carte/,"Monday: Closed
Tuesday: 7:00 – 00:00 PM
Wednesday: 7:00 – 00:00 PM
Thursday: 7:00 – 01:00 AM
Friday: 7:00 – 02:00 PM
Saturday: 6:""0 – 11:30 PM
Sunday: 12:00 - 02:30 PM, 7:00 – 00:00 PM",https://www.ama-paris.fr,https://www.instagram.com/_amaparis_/?utm_source=ig_embed&hl=fr,non_renseigné,Restaurant,False,False,False,False,False,False,False,False,True,False,True,False,False,False,,False,False,False,True,False,True,€€€,,,False,,"Lieu haut de plafond, RDC éclairé à la bougie, déco esprit brocante. Dépaysant et très plaisant. La mezzanine est idéale pour fêter un anniversaire, on s'y assoit par terre, sur des coussins et tapis. On y partage des tapas et des souvenirs."
Amag,Amagat,"23 Villa Riberolle, 75020 Paris, France",75020,06 19 37 71 31,https://www.amagatparis.fr/,https://maps.google.com/?cid=7537745217197584923,https://www.amagatparis.fr/menus-carte/,"Monday: Closed
Tuesday: Closed
Wednesday: 7:00 – 10:30 PM
Thursday: 7:00 – 10:30 PM
Friday: 7:00 – 10:30 PM
Saturday: 7:00 – 10:30 PM
Sunday: 7:00 – 10:30 PM",https://www.amagatparis.fr,https://www.instagram.com/amagat_paris/?hl=fr,non_renseigné,Cave à manger,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,False,True,False,True,False,True,€€€,Other,,True,cour,"On partage des assiettes et des verres de vin dans une ambiance tamisée, caché au fond d'une cour."
